id,first_name,last_name,position,team_abbr,team_name,quotation,avg_pts,popularity,is_injured,probability_of_playing,opponent_abbr,round_number,started_from_bench,label
11360,Zoran,Milicic,Guard,ULM,Ratiopharm Ulm,4,0,0,false,1,BLK,2,true,opponent
11361,Yanu,Slingerland,Forward,ULM,Ratiopharm Ulm,4,0,0,false,1,BLK,2,true,opponent
11362,Namori,Omog,Guard,ULM,Ratiopharm Ulm,4,0,0,false,1,BLK,2,true,opponent
11363,Nil,Failenschmid-clavera,Forward,ULM,Ratiopharm Ulm,4.6,0,0,false,1,BLK,2,true,opponent
11364,Jhivvan,Jackson,Forward,BUR,Recoletas Salud San Pablo Burgos,11.2,0,0,false,1,COL,2,true,opponent
11365,Raul,Neto,Guard,BUR,Recoletas Salud San Pablo Burgos,10.6,0,0,false,1,COL,2,true,opponent
11366,Balsa,Koprivica,Center,BUR,Recoletas Salud San Pablo Burgos,9.2,0,0,false,1,COL,2,true,opponent
11367,Chase,Audige,Guard,BUR,Recoletas Salud San Pablo Burgos,8,0,0,false,1,COL,2,true,opponent
11368,Porfi,Fisac,Head Coach,BUR,Recoletas Salud San Pablo Burgos,7.5,0,0,false,1,COL,2,true,opponent
11369,Ziga,Samar,Guard,BUR,Recoletas Salud San Pablo Burgos,7.3,0,0,false,1,COL,2,true,opponent
11370,Daniel,Diez,Forward,BUR,Recoletas Salud San Pablo Burgos,6.7,0,0,false,1,COL,2,true,opponent
11371,Dusan,Radosavljevic,Guard,BUR,Recoletas Salud San Pablo Burgos,5.8,0,0,false,1,COL,2,true,opponent
11372,Raul,Lobaco,Guard,BUR,Recoletas Salud San Pablo Burgos,5,0,0,false,1,COL,2,true,opponent
11373,Ruben,Guerrero,Center,BUR,Recoletas Salud San Pablo Burgos,5,0,0,false,1,COL,2,true,opponent
11374,Pablo,Almazan,Forward,BUR,Recoletas Salud San Pablo Burgos,4.2,0,0,false,1,COL,2,true,opponent
11375,Inaki,Ordonez,Forward,BUR,Recoletas Salud San Pablo Burgos,4,0,0,false,1,COL,2,true,opponent
11376,Isaac,Johnson,Center,RIG,Riga Zelli,11,0,0,false,1,DER,1,true,opponent
11377,Tony,Perkins,Guard,RIG,Riga Zelli,10.4,0,0,false,1,DER,1,true,opponent
11378,Toms,Skuja,Guard,RIG,Riga Zelli,10.3,0,0,false,1,DER,1,true,opponent
11379,Ben,Shungu,Guard,RIG,Riga Zelli,10,0,0,false,1,DER,1,true,opponent
11380,Janis,Berzins,Forward,RIG,Riga Zelli,10,0,0,false,1,DER,1,true,opponent
11381,Klavs,Cavars,Center,RIG,Riga Zelli,9.8,0,0,false,1,DER,1,true,opponent
11382,Kristians,Feierbergs,Forward,RIG,Riga Zelli,9.7,0,0,false,1,DER,1,true,opponent
11383,Tyler,Wahl,Center,RIG,Riga Zelli,9.5,0,0,false,1,DER,1,true,opponent
11384,Gustavs,Kampuss,Guard,RIG,Riga Zelli,7.5,0,0,false,1,DER,1,true,opponent
11385,Kristers,Kikusts,Forward,RIG,Riga Zelli,7.3,0,0,false,1,DER,1,true,opponent
11386,Rolands,Sulcs,Guard,RIG,Riga Zelli,6,0,0,false,1,DER,1,true,opponent
11387,Rokas,Kondratavicius,Head Coach,RIG,Riga Zelli,5,0,0,false,1,DER,1,true,opponent
11388,Tomas,Talcis,Guard,RIG,Riga Zelli,4,0,0,false,1,DER,1,true,opponent
11389,Gerald,Ayayi,Forward,ROM,Roma Basketball,11.6,0,0,false,1,BKS,2,true,opponent
11390,Trentyn,Flowers,Guard,ROM,Roma Basketball,11.4,0,0,false,1,BKS,2,true,opponent
11391,Corey,Davis,Guard,ROM,Roma Basketball,11.1,0,0,false,1,BKS,2,true,opponent
11392,Arturs,Strautins,Forward,ROM,Roma Basketball,9.7,0,0,false,1,BKS,2,true,opponent
11393,Paul,Watson,Forward,ROM,Roma Basketball,9,0,0,false,1,BKS,2,true,opponent
11394,Erik,Stevenson,Guard,ROM,Roma Basketball,8.9,0,0,false,1,BKS,2,true,opponent
11395,Marko,Simonovic,Center,ROM,Roma Basketball,8.8,0,0,false,1,BKS,2,true,opponent
11396,Giovanni,Emejuru,Center,ROM,Roma Basketball,7.8,0,0,false,1,BKS,2,true,opponent
11397,Alessandro,Magro,Head Coach,ROM,Roma Basketball,7,0,0,false,1,BKS,2,true,opponent
11398,Andrea,Mezzanotte,Forward,ROM,Roma Basketball,5,0,0,false,1,BKS,2,true,opponent
11399,Mike,Iuzzolino,Guard,ROM,Roma Basketball,4.3,0,0,false,1,BKS,2,true,opponent
11400,Giannis,Odzebe,Guard,ROM,Roma Basketball,4,0,0,false,1,BKS,2,true,opponent
11401,Tj,Crockett,Guard,ROS,Rostock Seawolves,11.2,0,0,false,1,JLM,1,true,opponent
11402,Zach,Copeland,Guard,ROS,Rostock Seawolves,10.8,0,0,false,1,JLM,1,true,opponent
11403,Todd,Withers,Forward,ROS,Rostock Seawolves,9.7,0,0,false,1,JLM,1,true,opponent
11404,Johnathan,Stove,Guard,ROS,Rostock Seawolves,9.2,0,0,false,1,JLM,1,true,opponent
11405,Owen,Klassen,Center,ROS,Rostock Seawolves,9.2,0,0,false,1,JLM,1,true,opponent
11406,Deandre,Lansdowne,Guard,ROS,Rostock Seawolves,9,0,0,false,1,JLM,1,true,opponent
11407,Artur,Konontsuk,Forward,ROS,Rostock Seawolves,8.9,0,0,false,1,JLM,1,true,opponent
11408,Robin,Amaize,Forward,ROS,Rostock Seawolves,7.3,0,0,false,1,JLM,1,true,opponent
11409,Bent,Leuchten,Center,ROS,Rostock Seawolves,7,0,0,false,1,JLM,1,true,opponent
11410,Elias,Baggette,Guard,ROS,Rostock Seawolves,6.3,0,0,false,1,JLM,1,true,opponent
11411,Przemyslaw,Frasunkiewicz,Head Coach,ROS,Rostock Seawolves,5.5,0,0,false,1,JLM,1,true,opponent
11412,Dominic,Lockhart,Forward,ROS,Rostock Seawolves,4.8,0,0,false,1,JLM,1,true,opponent
11413,Mika,Freitag,Guard,ROS,Rostock Seawolves,4.1,0,0,false,1,JLM,1,true,opponent
11414,Bruno,Loll,Center,ROS,Rostock Seawolves,4.1,0,0,false,1,JLM,1,true,opponent
11415,Philipp,Hartwich,Center,ROS,Rostock Seawolves,4.1,0,0,false,1,JLM,1,true,opponent
11416,Matthes,Tilsen,Guard,ROS,Rostock Seawolves,4,0,0,false,1,JLM,1,true,opponent
11417,Benedict,Baumgarth,Forward,ROS,Rostock Seawolves,4,0,0,false,1,JLM,1,true,opponent
11418,Cedric,Henderson,Forward,SIA,Siauliai Basketball,10.5,0,0,false,1,LDN,2,true,opponent
11419,Dayvion,Mcknight,Guard,SIA,Siauliai Basketball,9.8,0,0,false,1,LDN,2,true,opponent
11420,Elfton,Reid,Center,SIA,Siauliai Basketball,9.5,0,0,false,1,LDN,2,true,opponent
11421,Simas,Jarumbauskas,Forward,SIA,Siauliai Basketball,9.1,0,0,false,1,LDN,2,true,opponent
11422,Tauras,Jogela,Forward,SIA,Siauliai Basketball,8,0,0,false,1,LDN,2,true,opponent
11423,Mike,Caffey,Guard,SIA,Siauliai Basketball,8.3,0,0,false,1,LDN,2,true,opponent
11424,Selim,Fofana,Guard,SIA,Siauliai Basketball,7.9,0,0,false,1,LDN,2,true,opponent
11425,Erikas,Venskus,Center,SIA,Siauliai Basketball,7.2,0,0,false,1,LDN,2,true,opponent
11426,Dovydas,Romancenko,Forward,SIA,Siauliai Basketball,5.5,0,0,false,1,LDN,2,true,opponent
11427,Darius,Songaila,Head Coach,SIA,Siauliai Basketball,5.5,0,0,false,1,LDN,2,true,opponent
11428,Rokas,Civilis,Forward,SIA,Siauliai Basketball,4,0,0,false,1,LDN,2,true,opponent
11429,Till,Pape,Forward,SKY,Skyliners Frankfurt,10.4,0,0,false,1,URV,1,true,opponent
11430,William,Christmas,Guard,SKY,Skyliners Frankfurt,10.1,0,0,false,1,URV,1,true,opponent
11431,Marcus,Garrett,Guard,SKY,Skyliners Frankfurt,10,0,0,false,1,URV,1,true,opponent
11432,Judah,Mintz,Guard,SKY,Skyliners Frankfurt,9.7,0,0,false,1,URV,1,true,opponent
11433,Isaiah,Swope,Guard,SKY,Skyliners Frankfurt,9.6,0,0,false,1,URV,1,true,opponent
11434,Race,Thompson,Forward,SKY,Skyliners Frankfurt,9.2,0,0,false,1,URV,1,true,opponent
11435,Ryan,Hawkins,Forward,SKY,Skyliners Frankfurt,8.9,0,0,false,1,URV,1,true,opponent
11436,Nahiem,Alleyne,Guard,SKY,Skyliners Frankfurt,8,0,0,false,1,URV,1,true,opponent
11437,Thomas,Klepeisz,Guard,SKY,Skyliners Frankfurt,6.5,0,0,false,1,URV,1,true,opponent
11438,Desmond,Watson,Guard,SKY,Skyliners Frankfurt,6,0,0,false,1,URV,1,true,opponent
11439,Kalus,Perwas,Head Coach,SKY,Skyliners Frankfurt,6,0,0,false,1,URV,1,true,opponent
11440,Jacob,Knauf,Center,SKY,Skyliners Frankfurt,5.5,0,0,false,1,URV,1,true,opponent
11441,Raddi,Caisin,Forward,SKY,Skyliners Frankfurt,5,0,0,false,1,URV,1,true,opponent
11442,Dusan,Nikolic,Guard,SKY,Skyliners Frankfurt,4.5,0,0,false,1,URV,1,true,opponent
11443,Moses,Polking,Center,SKY,Skyliners Frankfurt,4.2,0,0,false,1,URV,1,true,opponent
11444,Anthony,Hickey,Guard,WKS,Slask Wroclaw,11.1,0,0,false,1,BUD,2,true,opponent
11445,Malik,Parsons,Guard,WKS,Slask Wroclaw,10.1,0,0,false,1,BUD,2,true,opponent
11446,John,Egbunu,Center,WKS,Slask Wroclaw,10.1,0,0,false,1,BUD,2,true,opponent
11447,Matt,Rogers,Center,WKS,Slask Wroclaw,10,0,0,false,1,BUD,2,true,opponent
11448,Anthony,Wrzeszcz,Guard,WKS,Slask Wroclaw,7,0,0,false,1,BUD,2,true,opponent
11449,Devin,Robinson,Forward,WKS,Slask Wroclaw,13.4,0,0,false,1,BUD,2,true,opponent
11450,Danni,Franco,Head Coach,WKS,Slask Wroclaw,5.5,0,0,false,1,BUD,2,true,opponent
11451,Blazej,Kulikowksi,Guard,WKS,Slask Wroclaw,4.9,0,0,false,1,BUD,2,true,opponent
11452,Kyrell,Luc,Guard,WKS,Slask Wroclaw,4.8,0,0,false,1,BUD,2,true,opponent
11453,Blazej,Czerniewicz,Guard,WKS,Slask Wroclaw,4.2,0,0,false,1,BUD,2,true,opponent
11454,Terrell,Carter,Center,TOF,Tofas Bursa,10.4,0,0,false,1,CHE,1,true,opponent
11455,Tre'shawn,Thurman,Forward,TOF,Tofas Bursa,10.3,0,0,false,1,CHE,1,true,opponent
11456,Gabe,Brown,Forward,TOF,Tofas Bursa,10.1,0,0,false,1,CHE,1,true,opponent
11457,Jamuni,Mcneace,Center,TOF,Tofas Bursa,9.9,0,0,false,1,CHE,1,true,opponent
11458,Zach,Nutall,Guard,TOF,Tofas Bursa,9.3,0,0,false,1,CHE,1,true,opponent
11459,Yigitcan,Saybir,Forward,TOF,Tofas Bursa,8.8,0,0,false,1,CHE,1,true,opponent
11460,Jordan,Floyd,Guard,TOF,Tofas Bursa,8.3,0,0,false,1,CHE,1,true,opponent
11461,Massimo,Cancellieri,Head Coach,TOF,Tofas Bursa,7,0,0,false,1,CHE,1,true,opponent
11462,Sadık Emir,Kabaca,Forward,TOF,Tofas Bursa,6.2,0,0,false,1,CHE,1,true,opponent
11463,Harun ,Apaydin,Guard,TOF,Tofas Bursa,4,0,0,false,1,CHE,1,true,opponent
11464,Efe,Postel,Guard,TOF,Tofas Bursa,4,0,0,false,1,CHE,1,true,opponent
11465,Jerrick,Harding,Guard,TTA,Turk Telekom Ankara,14.4,0,0,false,1,LLT,2,true,opponent
11466,Shaq,Mckissic,Forward,TTA,Turk Telekom Ankara,10,0,0,false,1,LLT,2,true,opponent
11467,Tony,Taylor,Guard,TTA,Turk Telekom Ankara,8.4,0,0,false,1,LLT,2,true,opponent
11468,Dogus,Ozdemirglu,Guard,TTA,Turk Telekom Ankara,8,0,0,false,1,LLT,2,true,opponent
11469,Tim,Schneider,Forward,TTA,Turk Telekom Ankara,6.8,0,0,false,1,LLT,2,true,opponent
11470,Malcolm,Hill,Forward,UBT,U-BT Cluj-Napoca,12,0,0,false,1,RMA,2,true,opponent
11471,Javonte,Smart,Guard,UBT,U-BT Cluj-Napoca,11.3,0,0,false,1,RMA,2,true,opponent
11472,Otis,Livingston Ii,Guard,UBT,U-BT Cluj-Napoca,10.2,0,0,false,1,RMA,2,true,opponent
11473,Christian,Bishop,Center,UBT,U-BT Cluj-Napoca,9.9,0,0,false,1,RMA,2,true,opponent
11474,Jalyn,Mccreary,Forward,UBT,U-BT Cluj-Napoca,9.8,0,0,false,1,RMA,2,true,opponent
11475,Andrei,Cepoi,Guard,UBT,U-BT Cluj-Napoca,4,0,0,false,1,RMA,2,true,opponent
11476,Tudor,Tancau,Center,UBT,U-BT Cluj-Napoca,4,0,0,false,1,RMA,2,true,opponent
11477,Dusan,Beslac,Forward,UBT,U-BT Cluj-Napoca,9.5,0,0,false,1,RMA,2,true,opponent
11478,Javon,Bess,Forward,UBT,U-BT Cluj-Napoca,9,0,0,false,1,RMA,2,true,opponent
11479,Uros,Plavsic,Center,UBT,U-BT Cluj-Napoca,8.8,0,0,false,1,RMA,2,true,opponent
11480,Kristian,Kullamae,Guard,UBT,U-BT Cluj-Napoca,8.2,0,0,false,1,RMA,2,true,opponent
11481,Luca-ionut,Illes,Guard,UBT,U-BT Cluj-Napoca,5,0,0,false,1,RMA,2,true,opponent
11482,Bogdan,Nicolescu,Forward,UBT,U-BT Cluj-Napoca,4.4,0,0,false,1,RMA,2,true,opponent
11483,Sir'jabari,Rice,Guard,URV,Umana Reyer Venice,11,0,0,false,1,SKY,1,true,opponent
11484,Enoch,Boakye,Center,URV,Umana Reyer Venice,10,0,0,false,1,SKY,1,true,opponent
11485,Sasha,Grant,Forward,URV,Umana Reyer Venice,5.3,0,0,false,1,SKY,1,true,opponent
11486,Octavio,Maretto,Forward,URV,Umana Reyer Venice,5,0,0,false,1,SKY,1,true,opponent
